id,wh,fg_sku_code,mth_num,mto_demand_next_month,mts_demand_next_month,inventory_days_norm,store_cost,mts_demand_next_3_months,min_os,max_os,min_cs,max_cs,max_sup_lim,m1os_gfc,m1os_kfc,m1os_nfc,fg_wt_per_unit,cs_norm,norm_markup,m1os_x,next_3_months_demand_total,os_gfc,in_gfc,out_gfc,cs_gfc,max_supply_gfc,os_kfc,in_kfc,out_kfc,cs_kfc,max_supply_kfc,os_nfc,in_nfc,out_nfc,cs_nfc,max_supply_nfc,os_x,in_x,out_x,cs_x,max_supply_x,os_tot,in_tot,out_tot,cs_tot,max_supply_tot,cs_wt_gfc,cs_wt_kfc,cs_wt_nfc,final_norm,avg_stock,supply_gfc,supply_kfc,supply_nfc,supply_x,os_ge_min,os_le_max,cs_ge_min,cs_le_max,storage_cost,icc,row_cost,storage_cost_v2,workbook_id,created_at,updated_at,os_gfc_formula,in_gfc_formula,out_gfc_formula,cs_gfc_formula,os_kfc_formula,in_kfc_formula,out_kfc_formula,cs_kfc_formula,os_nfc_formula,in_nfc_formula,out_nfc_formula,cs_nfc_formula,os_x_formula,in_x_formula,out_x_formula,cs_x_formula,os_tot_formula,in_tot_formula,out_tot_formula,cs_tot_formula,storage_cost_formula,storage_cost_v2_formula,avg_stock_formula,cs_wt_gfc_formula,cs_wt_kfc_formula,cs_wt_nfc_formula
1005,GFCM,4001340301,13,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC769,,=[1]T_02t!U1322 + [1]T_02t!U59774,=Z770+AA770-AB770,=AH769,,=[1]T_02t!V1322 + [1]T_02t!V59774,=AE770+AF770-AG770,=AM769,,=[1]T_02t!W1322 + [1]T_02t!W59774,=AJ770+AK770-AL770,=AR769,,,=AO770+AP770-AQ770,=Z770+AE770+AJ770+AO770,=AA770+AF770+AK770+AP770,=AB770+AG770+AL770+AQ770,=AC770+AH770+AM770+AR770,,,,=AC770*U770,=AH770*U770,=AM770*U770
1006,GFCM,4001340301,14,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC770,,=[1]T_02t!U1323 + [1]T_02t!U59775,=Z771+AA771-AB771,=AH770,,=[1]T_02t!V1323 + [1]T_02t!V59775,=AE771+AF771-AG771,=AM770,,=[1]T_02t!W1323 + [1]T_02t!W59775,=AJ771+AK771-AL771,=AR770,,,=AO771+AP771-AQ771,=Z771+AE771+AJ771+AO771,=AA771+AF771+AK771+AP771,=AB771+AG771+AL771+AQ771,=AC771+AH771+AM771+AR771,,,,=AC771*U771,=AH771*U771,=AM771*U771
1007,GFCM,4001340301,15,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC771,,=[1]T_02t!U1324 + [1]T_02t!U59776,=Z772+AA772-AB772,=AH771,,=[1]T_02t!V1324 + [1]T_02t!V59776,=AE772+AF772-AG772,=AM771,,=[1]T_02t!W1324 + [1]T_02t!W59776,=AJ772+AK772-AL772,=AR771,,,=AO772+AP772-AQ772,=Z772+AE772+AJ772+AO772,=AA772+AF772+AK772+AP772,=AB772+AG772+AL772+AQ772,=AC772+AH772+AM772+AR772,,,,=AC772*U772,=AH772*U772,=AM772*U772
1008,GFCM,4001340301,16,0.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC772,,=[1]T_02t!U1325 + [1]T_02t!U59777,=Z773+AA773-AB773,=AH772,,=[1]T_02t!V1325 + [1]T_02t!V59777,=AE773+AF773-AG773,=AM772,,=[1]T_02t!W1325 + [1]T_02t!W59777,=AJ773+AK773-AL773,=AR772,,,=AO773+AP773-AQ773,=Z773+AE773+AJ773+AO773,=AA773+AF773+AK773+AP773,=AB773+AG773+AL773+AQ773,=AC773+AH773+AM773+AR773,,,,=AC773*U773,=AH773*U773,=AM773*U773
1009,GFCM,4001340405,5,1.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,0.60,0.50,0.10,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.10,0.20,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.8000,0.0000,-0.8000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=R774,,=[1]T_02t!U1326,=Z774+AA774-AB774,=S774,,=[1]T_02t!V1326,=AE774+AF774-AG774,=T774,,=[1]T_02t!W1326,=AJ774+AK774-AL774,=X774,,,=AO774+AP774-AQ774,=Z774+AE774+AJ774+AO774,=AA774+AF774+AK774+AP774,=AB774+AG774+AL774+AQ774,=AC774+AH774+AM774+AR774,,,,=AC774*U774,=AH774*U774,=AM774*U774
1010,GFCM,4001340405,6,2.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,1.20,1.00,0.20,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.20,0.40,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.6000,0.0000,-1.6000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC774,,=[1]T_02t!U1327,=Z775+AA775-AB775,=AH774,,=[1]T_02t!V1327,=AE775+AF775-AG775,=AM774,,=[1]T_02t!W1327,=AJ775+AK775-AL775,=AR774,,,=AO775+AP775-AQ775,=Z775+AE775+AJ775+AO775,=AA775+AF775+AK775+AP775,=AB775+AG775+AL775+AQ775,=AC775+AH775+AM775+AR775,,,,=AC775*U775,=AH775*U775,=AM775*U775
1011,GFCM,4001340405,7,2.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,1.20,1.00,0.20,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.20,0.40,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.6000,0.0000,-1.6000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC775,,=[1]T_02t!U1328,=Z776+AA776-AB776,=AH775,,=[1]T_02t!V1328,=AE776+AF776-AG776,=AM775,,=[1]T_02t!W1328,=AJ776+AK776-AL776,=AR775,,,=AO776+AP776-AQ776,=Z776+AE776+AJ776+AO776,=AA776+AF776+AK776+AP776,=AB776+AG776+AL776+AQ776,=AC776+AH776+AM776+AR776,,,,=AC776*U776,=AH776*U776,=AM776*U776
1012,GFCM,4001340405,8,2.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,1.20,1.00,0.20,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.20,0.40,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.6000,0.0000,-1.6000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC776,,=[1]T_02t!U1329,=Z777+AA777-AB777,=AH776,,=[1]T_02t!V1329,=AE777+AF777-AG777,=AM776,,=[1]T_02t!W1329,=AJ777+AK777-AL777,=AR776,,,=AO777+AP777-AQ777,=Z777+AE777+AJ777+AO777,=AA777+AF777+AK777+AP777,=AB777+AG777+AL777+AQ777,=AC777+AH777+AM777+AR777,,,,=AC777*U777,=AH777*U777,=AM777*U777
1013,GFCM,4001340405,9,3.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,1.80,1.50,0.30,0.00,0.00,0.90,0.90,0.00,0.00,0.00,0.30,0.60,-0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,2.4000,0.0000,-2.4000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC777,,=[1]T_02t!U1330,=Z778+AA778-AB778,=AH777,,=[1]T_02t!V1330,=AE778+AF778-AG778,=AM777,,=[1]T_02t!W1330,=AJ778+AK778-AL778,=AR777,,,=AO778+AP778-AQ778,=Z778+AE778+AJ778+AO778,=AA778+AF778+AK778+AP778,=AB778+AG778+AL778+AQ778,=AC778+AH778+AM778+AR778,,,,=AC778*U778,=AH778*U778,=AM778*U778
1014,GFCM,4001340405,10,2.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,1.20,1.00,0.20,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.20,0.40,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.6000,0.0000,-1.6000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC778,,=[1]T_02t!U1331,=Z779+AA779-AB779,=AH778,,=[1]T_02t!V1331,=AE779+AF779-AG779,=AM778,,=[1]T_02t!W1331,=AJ779+AK779-AL779,=AR778,,,=AO779+AP779-AQ779,=Z779+AE779+AJ779+AO779,=AA779+AF779+AK779+AP779,=AB779+AG779+AL779+AQ779,=AC779+AH779+AM779+AR779,,,,=AC779*U779,=AH779*U779,=AM779*U779
1015,GFCM,4001340405,11,2.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,1.20,1.00,0.20,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.20,0.40,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.6000,0.0000,-1.6000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC779,,=[1]T_02t!U1332,=Z780+AA780-AB780,=AH779,,=[1]T_02t!V1332,=AE780+AF780-AG780,=AM779,,=[1]T_02t!W1332,=AJ780+AK780-AL780,=AR779,,,=AO780+AP780-AQ780,=Z780+AE780+AJ780+AO780,=AA780+AF780+AK780+AP780,=AB780+AG780+AL780+AQ780,=AC780+AH780+AM780+AR780,,,,=AC780*U780,=AH780*U780,=AM780*U780
1016,GFCM,4001340405,12,1.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,0.60,0.50,0.10,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.10,0.20,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.8000,0.0000,-0.8000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC780,,=[1]T_02t!U1333,=Z781+AA781-AB781,=AH780,,=[1]T_02t!V1333,=AE781+AF781-AG781,=AM780,,=[1]T_02t!W1333,=AJ781+AK781-AL781,=AR780,,,=AO781+AP781-AQ781,=Z781+AE781+AJ781+AO781,=AA781+AF781+AK781+AP781,=AB781+AG781+AL781+AQ781,=AC781+AH781+AM781+AR781,,,,=AC781*U781,=AH781*U781,=AM781*U781
1017,GFCM,4001340405,13,2.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,1.20,1.00,0.20,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.20,0.40,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.6000,0.0000,-1.6000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC781,,=[1]T_02t!U1334,=Z782+AA782-AB782,=AH781,,=[1]T_02t!V1334,=AE782+AF782-AG782,=AM781,,=[1]T_02t!W1334,=AJ782+AK782-AL782,=AR781,,,=AO782+AP782-AQ782,=Z782+AE782+AJ782+AO782,=AA782+AF782+AK782+AP782,=AB782+AG782+AL782+AQ782,=AC782+AH782+AM782+AR782,,,,=AC782*U782,=AH782*U782,=AM782*U782
1018,GFCM,4001340405,14,2.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,1.20,1.00,0.20,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.20,0.40,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.6000,0.0000,-1.6000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC782,,=[1]T_02t!U1335,=Z783+AA783-AB783,=AH782,,=[1]T_02t!V1335,=AE783+AF783-AG783,=AM782,,=[1]T_02t!W1335,=AJ783+AK783-AL783,=AR782,,,=AO783+AP783-AQ783,=Z783+AE783+AJ783+AO783,=AA783+AF783+AK783+AP783,=AB783+AG783+AL783+AQ783,=AC783+AH783+AM783+AR783,,,,=AC783*U783,=AH783*U783,=AM783*U783
1019,GFCM,4001340405,15,2.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,1.20,1.00,0.20,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.20,0.40,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.6000,0.0000,-1.6000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC783,,=[1]T_02t!U1336,=Z784+AA784-AB784,=AH783,,=[1]T_02t!V1336,=AE784+AF784-AG784,=AM783,,=[1]T_02t!W1336,=AJ784+AK784-AL784,=AR783,,,=AO784+AP784-AQ784,=Z784+AE784+AJ784+AO784,=AA784+AF784+AK784+AP784,=AB784+AG784+AL784+AQ784,=AC784+AH784+AM784+AR784,,,,=AC784*U784,=AH784*U784,=AM784*U784
1020,GFCM,4001340405,16,2.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,1.20,1.00,0.20,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.20,0.40,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.6000,0.0000,-1.6000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC784,,=[1]T_02t!U1337,=Z785+AA785-AB785,=AH784,,=[1]T_02t!V1337,=AE785+AF785-AG785,=AM784,,=[1]T_02t!W1337,=AJ785+AK785-AL785,=AR784,,,=AO785+AP785-AQ785,=Z785+AE785+AJ785+AO785,=AA785+AF785+AK785+AP785,=AB785+AG785+AL785+AQ785,=AC785+AH785+AM785+AR785,,,,=AC785*U785,=AH785*U785,=AM785*U785
1021,GFCM,4001340406,5,80.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,48.00,40.00,8.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,8.00,16.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,0.00,0.00,64.0000,0.0000,-64.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=R786,,=[1]T_02t!U1338,=Z786+AA786-AB786,=S786,,=[1]T_02t!V1338,=AE786+AF786-AG786,=T786,,=[1]T_02t!W1338,=AJ786+AK786-AL786,=X786,,,=AO786+AP786-AQ786,=Z786+AE786+AJ786+AO786,=AA786+AF786+AK786+AP786,=AB786+AG786+AL786+AQ786,=AC786+AH786+AM786+AR786,,,,=AC786*U786,=AH786*U786,=AM786*U786
1022,GFCM,4001340406,6,80.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,48.00,40.00,8.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,8.00,16.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,0.00,0.00,64.0000,0.0000,-64.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC786,,=[1]T_02t!U1339,=Z787+AA787-AB787,=AH786,,=[1]T_02t!V1339,=AE787+AF787-AG787,=AM786,,=[1]T_02t!W1339,=AJ787+AK787-AL787,=AR786,,,=AO787+AP787-AQ787,=Z787+AE787+AJ787+AO787,=AA787+AF787+AK787+AP787,=AB787+AG787+AL787+AQ787,=AC787+AH787+AM787+AR787,,,,=AC787*U787,=AH787*U787,=AM787*U787
1023,GFCM,4001340406,7,80.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,48.00,40.00,8.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,8.00,16.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,0.00,0.00,64.0000,0.0000,-64.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC787,,=[1]T_02t!U1340,=Z788+AA788-AB788,=AH787,,=[1]T_02t!V1340,=AE788+AF788-AG788,=AM787,,=[1]T_02t!W1340,=AJ788+AK788-AL788,=AR787,,,=AO788+AP788-AQ788,=Z788+AE788+AJ788+AO788,=AA788+AF788+AK788+AP788,=AB788+AG788+AL788+AQ788,=AC788+AH788+AM788+AR788,,,,=AC788*U788,=AH788*U788,=AM788*U788
1024,GFCM,4001340406,8,80.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,48.00,40.00,8.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,8.00,16.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,0.00,0.00,64.0000,0.0000,-64.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC788,,=[1]T_02t!U1341,=Z789+AA789-AB789,=AH788,,=[1]T_02t!V1341,=AE789+AF789-AG789,=AM788,,=[1]T_02t!W1341,=AJ789+AK789-AL789,=AR788,,,=AO789+AP789-AQ789,=Z789+AE789+AJ789+AO789,=AA789+AF789+AK789+AP789,=AB789+AG789+AL789+AQ789,=AC789+AH789+AM789+AR789,,,,=AC789*U789,=AH789*U789,=AM789*U789
1025,GFCM,4001340406,9,80.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,48.00,40.00,8.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,8.00,16.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,0.00,0.00,64.0000,0.0000,-64.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC789,,=[1]T_02t!U1342,=Z790+AA790-AB790,=AH789,,=[1]T_02t!V1342,=AE790+AF790-AG790,=AM789,,=[1]T_02t!W1342,=AJ790+AK790-AL790,=AR789,,,=AO790+AP790-AQ790,=Z790+AE790+AJ790+AO790,=AA790+AF790+AK790+AP790,=AB790+AG790+AL790+AQ790,=AC790+AH790+AM790+AR790,,,,=AC790*U790,=AH790*U790,=AM790*U790
1026,GFCM,4001340406,10,80.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,48.00,40.00,8.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,8.00,16.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,0.00,0.00,64.0000,0.0000,-64.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC790,,=[1]T_02t!U1343,=Z791+AA791-AB791,=AH790,,=[1]T_02t!V1343,=AE791+AF791-AG791,=AM790,,=[1]T_02t!W1343,=AJ791+AK791-AL791,=AR790,,,=AO791+AP791-AQ791,=Z791+AE791+AJ791+AO791,=AA791+AF791+AK791+AP791,=AB791+AG791+AL791+AQ791,=AC791+AH791+AM791+AR791,,,,=AC791*U791,=AH791*U791,=AM791*U791
1027,GFCM,4001340406,11,65.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,39.00,32.50,6.50,0.00,0.00,19.50,19.50,0.00,0.00,0.00,6.50,13.00,-6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,65.00,0.00,0.00,52.0000,0.0000,-52.0000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC791,,=[1]T_02t!U1344,=Z792+AA792-AB792,=AH791,,=[1]T_02t!V1344,=AE792+AF792-AG792,=AM791,,=[1]T_02t!W1344,=AJ792+AK792-AL792,=AR791,,,=AO792+AP792-AQ792,=Z792+AE792+AJ792+AO792,=AA792+AF792+AK792+AP792,=AB792+AG792+AL792+AQ792,=AC792+AH792+AM792+AR792,,,,=AC792*U792,=AH792*U792,=AM792*U792
1028,GFCM,4001340406,12,82.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,49.20,41.00,8.20,0.00,0.00,24.60,24.60,0.00,0.00,0.00,8.20,16.40,-8.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.00,82.00,0.00,0.00,65.6000,0.0000,-65.6000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC792,,=[1]T_02t!U1345,=Z793+AA793-AB793,=AH792,,=[1]T_02t!V1345,=AE793+AF793-AG793,=AM792,,=[1]T_02t!W1345,=AJ793+AK793-AL793,=AR792,,,=AO793+AP793-AQ793,=Z793+AE793+AJ793+AO793,=AA793+AF793+AK793+AP793,=AB793+AG793+AL793+AQ793,=AC793+AH793+AM793+AR793,,,,=AC793*U793,=AH793*U793,=AM793*U793
1029,GFCM,4001340406,13,82.00,0.00,0,0.0100,0.00,0.00,100000000.00,0.00,100000000.00,1.00,0.00,0.00,0.00,8.0000,0.00,1.00,0.00,0.00,0.00,49.20,41.00,8.20,0.00,0.00,24.60,24.60,0.00,0.00,0.00,8.20,16.40,-8.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.00,82.00,0.00,0.00,65.6000,0.0000,-65.6000,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,TRUE,TRUE,0.0000,0.0000,0.0000,0.0000,d960802f-3aab-41c8-a0b0-31ead9396597,8/1/25,8/1/25,=AC793,,=[1]T_02t!U1346,=Z794+AA794-AB794,=AH793,,=[1]T_02t!V1346,=AE794+AF794-AG794,=AM793,,=[1]T_02t!W1346,=AJ794+AK794-AL794,=AR793,,,=AO794+AP794-AQ794,=Z794+AE794+AJ794+AO794,=AA794+AF794+AK794+AP794,=AB794+AG794+AL794+AQ794,=AC794+AH794+AM794+AR794,,,,=AC794*U794,=AH794*U794,=AM794*U794
